kind	T	dim_commutant	dim_anti_space	det_sign_M0	M0_squared	action_on_Pi	mu_raw	sqrt_mu	Moebius_t	Moebius_alpha	fixed_alpha_exact	fixed_alpha_float	PETCOX_values	agreement
kind	T	case	t	alpha	image_t	image_alpha	paired_case	scalar_s	lambda	det_sign_similarity	structure_map_verified	M0invXM0_in_Gamma_paired
row	{4,3,3}	1	1	+1 (proper)	+I	reflection	3	-E(12)^7+E(12)^11	t' = (-1/3*E(12)^7+1/3*E(12)^11)*t + (-1/3*E(12)^7+1/3*E(12)^11)  /  (-2/3*E(12)^7+2/3*E(12)^11)*t + (1/3*E(12)^7-1/3*E(12)^11)	alpha' = (4/3*E(12)^7-4/3*E(12)^11)*alpha + (-2/3*E(12)^7+2/3*E(12)^11)  /  (2/3*E(12)^7-2/3*E(12)^11)*alpha + (-4/3*E(12)^7+4/3*E(12)^11)	-2*E(12)^4-E(12)^7-2*E(12)^8+E(12)^11 ; -2*E(12)^4+E(12)^7-2*E(12)^8-E(12)^11	3.7320508075688772 ; 0.2679491924311237	[ 0.26795000000000002, 3.7320500000000001 ]	true ; true
record	{4,3,3}	L3-{4,3,3}-1	1/2	1/2	infinity	0	L3-{4,3,3}-6	-1/2*E(12)^7+1/2*E(12)^11	4/3	+ (proper)	true	true
record	{4,3,3}	L3-{4,3,3}-2	-1/4	2	-1/2	infinity	L3-{4,3,3}-3	1/2*E(12)^7-1/2*E(12)^11	4/3	+ (proper)	true	true
record	{4,3,3}	L3-{4,3,3}-3	-1/2	infinity	-1/4	2	L3-{4,3,3}-2	2/3*E(12)^7-2/3*E(12)^11	3/4	+ (proper)	true	true
record	{4,3,3}	L3-{4,3,3}-6	infinity	0	1/2	1/2	L3-{4,3,3}-1	-2/3*E(12)^7+2/3*E(12)^11	3/4	+ (proper)	true	true
row	{5,3,3}	1	1	+1 (proper)	+I	reflection	-8*E(5)-16*E(5)^2-16*E(5)^3-8*E(5)^4	-2*E(40)^21-2*E(40)^29+2*E(40)^31+2*E(40)^39	t' = (-1/2*E(8)+1/2*E(8)^3)*t + (-1/4*E(40)^7+1/4*E(40)^13+3/4*E(40)^21-1/4*E(40)^23+3/4*E(40)^29-3/4*E(40)^31+1/4*E(40)^37-3/4*E(40)^39)  /  (3*E(40)^7-3*E(40)^13-E(40)^21+3*E(40)^23-E(40)^29+E(40)^31-3*E(40)^37+E(40)^39)*t + (1/2*E(8)-1/2*E(8)^3)	alpha' = (-3*E(40)^7-4*E(40)^8+3*E(40)^13-2*E(40)^16+E(40)^21-3*E(40)^23-2*E(40)^24+E(40)^29-E(40)^31-4*E(40)^32+3*E(40)^37-E(40)^39)*alpha + (3*E(40)^7-3*E(40)^13-E(40)^21+3*E(40)^23-E(40)^29+E(40)^31-3*E(40)^37+E(40)^39)  /  (-E(40)^7-8*E(40)^8+E(40)^13-4*E(40)^16+E(40)^21-E(40)^23-4*E(40)^24+E(40)^29-E(40)^31-8*E(40)^32+E(40)^37-E(40)^39)*alpha + (3*E(40)^7+4*E(40)^8-3*E(40)^13+2*E(40)^16-E(40)^21+3*E(40)^23+2*E(40)^24-E(40)^29+E(40)^31+4*E(40)^32-3*E(40)^37+E(40)^39)	-2/3*E(40)^7-1/3*E(40)^8+2/3*E(40)^13-1/3*E(40)^16+1/3*E(40)^21-2/3*E(40)^23-1/3*E(40)^24+1/3*E(40)^29-1/3*E(40)^31-1/3*E(40)^32+2/3*E(40)^37-1/3*E(40)^39 ; 2*E(40)^7-3*E(40)^8-2*E(40)^13-7*E(40)^16-5*E(40)^21+2*E(40)^23-7*E(40)^24-5*E(40)^29+5*E(40)^31-3*E(40)^32-2*E(40)^37+5*E(40)^39	0.15327282884151594 ; 19.165299913557977	[ 0.15326999999999999, 19.165299999999998 ]	true ; true
record	{5,3,3}	L3-{5,3,3}-3	-1/2*E(5)-3/2*E(5)^2-3/2*E(5)^3-1/2*E(5)^4	2*E(40)^7-3*E(40)^8-2*E(40)^13-E(40)^16-E(40)^21+2*E(40)^23-E(40)^24-E(40)^29+E(40)^31-3*E(40)^32-2*E(40)^37+E(40)^39	infinity	0	L3-{5,3,3}-8	-1/2*E(40)^7+1/2*E(40)^13+3/2*E(40)^21-1/2*E(40)^23+3/2*E(40)^29-3/2*E(40)^31+1/2*E(40)^37-3/2*E(40)^39	-26*E(5)-10*E(5)^2-10*E(5)^3-26*E(5)^4	+ (proper)	true	true
record	{5,3,3}	L3-{5,3,3}-8	infinity	0	-1/2*E(5)-3/2*E(5)^2-3/2*E(5)^3-1/2*E(5)^4	2*E(40)^7-3*E(40)^8-2*E(40)^13-E(40)^16-E(40)^21+2*E(40)^23-E(40)^24-E(40)^29+E(40)^31-3*E(40)^32-2*E(40)^37+E(40)^39	L3-{5,3,3}-3	3*E(40)^7-3*E(40)^13-E(40)^21+3*E(40)^23-E(40)^29+E(40)^31-3*E(40)^37+E(40)^39	-5/2*E(5)-13/2*E(5)^2-13/2*E(5)^3-5/2*E(5)^4	+ (proper)	true	true
row	{5,3,5/2}	1	1	+1 (proper)	+I	reflection	-24/5*E(5)-48/5*E(5)^2-48/5*E(5)^3-24/5*E(5)^4	6/5*E(120)^7+6/5*E(120)^13-6/5*E(120)^23-4/5*E(120)^29+4/5*E(120)^31+6/5*E(120)^37-6/5*E(120)^47-6/5*E(120)^53+4/5*E(120)^61-4/5*E(120)^71-6/5*E(120)^77+4/5*E(120)^79-4/5*E(120)^101+6/5*E(120)^103+4/5*E(120)^109-4/5*E(120)^119	t' = (-1/6*E(120)^7-1/6*E(120)^13+1/6*E(120)^23-1/6*E(120)^29+1/6*E(120)^31-1/6*E(120)^37+1/6*E(120)^47+1/6*E(120)^53+1/6*E(120)^61-1/6*E(120)^71+1/6*E(120)^77+1/6*E(120)^79-1/6*E(120)^101-1/6*E(120)^103+1/6*E(120)^109-1/6*E(120)^119)*t + (-1/6*E(120)^7-1/6*E(120)^13+1/6*E(120)^23+1/12*E(120)^29-1/12*E(120)^31-1/6*E(120)^37+1/6*E(120)^47+1/6*E(120)^53-1/12*E(120)^61+1/12*E(120)^71+1/6*E(120)^77-1/12*E(120)^79+1/12*E(120)^101-1/6*E(120)^103-1/12*E(120)^109+1/12*E(120)^119)  /  (-1/3*E(120)^7-1/3*E(120)^13+1/3*E(120)^23+2/3*E(120)^29-2/3*E(120)^31-1/3*E(120)^37+1/3*E(120)^47+1/3*E(120)^53-2/3*E(120)^61+2/3*E(120)^71+1/3*E(120)^77-2/3*E(120)^79+2/3*E(120)^101-1/3*E(120)^103-2/3*E(120)^109+2/3*E(120)^119)*t + (1/6*E(120)^7+1/6*E(120)^13-1/6*E(120)^23+1/6*E(120)^29-1/6*E(120)^31+1/6*E(120)^37-1/6*E(120)^47-1/6*E(120)^53-1/6*E(120)^61+1/6*E(120)^71-1/6*E(120)^77-1/6*E(120)^79+1/6*E(120)^101+1/6*E(120)^103-1/6*E(120)^109+1/6*E(120)^119)	alpha' = (2/3*E(120)^7+2/3*E(120)^13-2/3*E(120)^23-1/3*E(120)^29+1/3*E(120)^31+2/3*E(120)^37-2/3*E(120)^47-2/3*E(120)^53+1/3*E(120)^61-1/3*E(120)^71-2/3*E(120)^77+1/3*E(120)^79-1/3*E(120)^101+2/3*E(120)^103+1/3*E(120)^109-1/3*E(120)^119)*alpha + (-1/3*E(120)^7-1/3*E(120)^13+1/3*E(120)^23+2/3*E(120)^29-2/3*E(120)^31-1/3*E(120)^37+1/3*E(120)^47+1/3*E(120)^53-2/3*E(120)^61+2/3*E(120)^71+1/3*E(120)^77-2/3*E(120)^79+2/3*E(120)^101-1/3*E(120)^103-2/3*E(120)^109+2/3*E(120)^119)  /  (1/3*E(120)^7+1/3*E(120)^13-1/3*E(120)^23+1/3*E(120)^29-1/3*E(120)^31+1/3*E(120)^37-1/3*E(120)^47-1/3*E(120)^53-1/3*E(120)^61+1/3*E(120)^71-1/3*E(120)^77-1/3*E(120)^79+1/3*E(120)^101+1/3*E(120)^103-1/3*E(120)^109+1/3*E(120)^119)*alpha + (-2/3*E(120)^7-2/3*E(120)^13+2/3*E(120)^23+1/3*E(120)^29-1/3*E(120)^31-2/3*E(120)^37+2/3*E(120)^47+2/3*E(120)^53-1/3*E(120)^61+1/3*E(120)^71+2/3*E(120)^77-1/3*E(120)^79+1/3*E(120)^101-2/3*E(120)^103-1/3*E(120)^109+1/3*E(120)^119)	-1/5*E(120)^7+4/5*E(120)^8-1/5*E(120)^13+1/5*E(120)^16+1/5*E(120)^23-1/5*E(120)^29+1/5*E(120)^31+4/5*E(120)^32-1/5*E(120)^37+1/5*E(120)^47+1/5*E(120)^53+1/5*E(120)^56+1/5*E(120)^61+1/5*E(120)^64-1/5*E(120)^71+1/5*E(120)^77+1/5*E(120)^79+4/5*E(120)^88-1/5*E(120)^101-1/5*E(120)^103+1/5*E(120)^104+1/5*E(120)^109+4/5*E(120)^112-1/5*E(120)^119 ; 1/5*E(120)^7+4/5*E(120)^8+1/5*E(120)^13+1/5*E(120)^16-1/5*E(120)^23+1/5*E(120)^29-1/5*E(120)^31+4/5*E(120)^32+1/5*E(120)^37-1/5*E(120)^47-1/5*E(120)^53+1/5*E(120)^56-1/5*E(120)^61+1/5*E(120)^64+1/5*E(120)^71-1/5*E(120)^77-1/5*E(120)^79+4/5*E(120)^88+1/5*E(120)^101+1/5*E(120)^103+1/5*E(120)^104-1/5*E(120)^109+4/5*E(120)^112+1/5*E(120)^119	0.075375278239604632 ; 2.2662655082602683	[ 0.075374999999999998, 2.26627 ]	true ; true
record	{5,3,5/2}	L3-{5,3,5/2}-1	E(40)^7+3/2*E(40)^8-E(40)^13+3*E(40)^16-2*E(40)^21+E(40)^23+3*E(40)^24-2*E(40)^29+2*E(40)^31+3/2*E(40)^32-E(40)^37+2*E(40)^39	2/3*E(40)^7-1/3*E(40)^8-2/3*E(40)^13-2/3*E(40)^16-2/3*E(40)^21+2/3*E(40)^23-2/3*E(40)^24-2/3*E(40)^29+2/3*E(40)^31-1/3*E(40)^32-2/3*E(40)^37+2/3*E(40)^39	-1/2*E(40)^16+1/2*E(40)^21-1/2*E(40)^24+1/2*E(40)^29-1/2*E(40)^31-1/2*E(40)^39	E(40)^7-E(40)^13-E(40)^16-E(40)^21+E(40)^23-E(40)^24-E(40)^29+E(40)^31-E(40)^37+E(40)^39	L3-{5,3,5/2}-4	2/3*E(120)^7+2/3*E(120)^13+2/3*E(120)^14-2/3*E(120)^22-2/3*E(120)^23-1/3*E(120)^29+1/3*E(120)^31+2/3*E(120)^37+2/3*E(120)^38-2/3*E(120)^46-2/3*E(120)^47-2/3*E(120)^53+1/3*E(120)^61+2/3*E(120)^62-1/3*E(120)^71-2/3*E(120)^77+1/3*E(120)^79+2/3*E(120)^86-2/3*E(120)^94-1/3*E(120)^101+2/3*E(120)^103+1/3*E(120)^109-2/3*E(120)^118-1/3*E(120)^119	1/3*E(40)^7-5/6*E(40)^8-1/3*E(40)^13-2/3*E(40)^16-1/3*E(40)^21+1/3*E(40)^23-2/3*E(40)^24-1/3*E(40)^29+1/3*E(40)^31-5/6*E(40)^32-1/3*E(40)^37+1/3*E(40)^39	+ (proper)	true	true
